Admin2,Province_State,Lat,Long_,Combined_Key,Population,confirmed_3_18,confirmed_3_19,confirmed_3_20,confirmed_3_21,confirmed_3_22,confirmed_3_23,confirmed_3_24,confirmed_3_25,confirmed_3_26,confirmed_3_27,confirmed_3_28,confirmed_3_29,confirmed_3_30,confirmed_3_31,confirmed_4_1,confirmed_4_2,confirmed_4_3,confirmed_4_4,confirmed_4_5,confirmed_4_6,confirmed_4_7,confirmed_4_8,confirmed_4_9,confirmed_4_10,confirmed_4_11,confirmed_4_12,confirmed_4_13,confirmed_4_14,confirmed_4_15,confirmed_4_16,confirmed_4_17,confirmed_4_18,confirmed_4_19,confirmed_4_20,confirmed_4_21,confirmed_4_22,confirmed_4_23,confirmed_4_24,confirmed_4_25,confirmed_4_26,confirmed_4_27,confirmed_4_28,confirmed_4_29,confirmed_4_30,deaths_3_18,deaths_3_19,deaths_3_20,deaths_3_21,deaths_3_22,deaths_3_23,deaths_3_24,deaths_3_25,deaths_3_26,deaths_3_27,deaths_3_28,deaths_3_29,deaths_3_30,deaths_3_31,deaths_4_1,deaths_4_2,deaths_4_3,deaths_4_4,deaths_4_5,deaths_4_6,deaths_4_7,deaths_4_8,deaths_4_9,deaths_4_10,deaths_4_11,deaths_4_12,deaths_4_13,deaths_4_14,deaths_4_15,deaths_4_16,deaths_4_17,deaths_4_18,deaths_4_19,deaths_4_20,deaths_4_21,deaths_4_22,deaths_4_23,deaths_4_24,deaths_4_25,deaths_4_26,deaths_4_27,deaths_4_28,deaths_4_29,deaths_4_30
Edwards,Texas,29.98202582,-100.304252,"Edwards, Texas, US",1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Paso,Texas,31.76980765,-106.2363275,"El Paso, Texas, US",839238,3,6,6,7,7,9,10,16,28,28,38,42,40,53,57,75,85,103,113,132,132,153,192,225,252,269,292,300,346,393,451,482,505,531,540,587,674,706,706,780,802,829,857,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,6,7,7,8,8,9,9,10,10,10,12,12,12,14,18
Ellis,Texas,32.34894117,-96.79371841,"Ellis, Texas, US",184826,1,1,1,3,3,3,6,7,7,10,13,13,15,20,20,26,27,29,32,29,35,41,50,58,66,66,66,72,76,81,82,83,83,90,100,110,111,121,127,127,133,133,143,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6
Erath,Texas,32.23602653,-98.21773417,"Erath, Texas, US",42698,0,0,0,0,0,1,1,1,1,1,1,2,3,5,7,8,9,9,9,10,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Falls,Texas,31.25350609,-96.93630086,"Falls, Texas, US",17297,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannin,Texas,33.59564294,-96.10751083,"Fannin, Texas, US",35514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,5,5,5,5,5,5,5,5,7,7,8,9,12,13,13,15,15,16,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fayette,Texas,29.87788372,-96.92076062,"Fayette, Texas, US",25346,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,4,10,10,11,9,9,9,8,9,9,10,10,10,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Fisher,Texas,32.74281316,-100.4019302,"Fisher, Texas, US",3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd,Texas,34.07227468,-101.3031546,"Floyd, Texas, US",5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foard,Texas,33.97308618,-99.7767797,"Foard, Texas, US",1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend,Texas,29.52704478,-95.77219463,"Fort Bend, Texas, US",811688,12,19,24,29,29,29,46,46,86,101,101,119,119,163,163,194,221,255,268,318,318,417,437,485,518,536,543,543,627,627,656,755,755,783,808,808,889,889,905,919,952,957,973,1018,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,5,6,6,6,7,10,11,11,11,12,15,15,16,17,17,17,18,18,20,20,21,21,21,22,24,24
Franklin,Texas,33.17653242,-95.21917243,"Franklin, Texas, US",10725,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freestone,Texas,31.70422788,-96.15072516,"Freestone, Texas, US",19717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frio,Texas,28.86751206,-99.10804207,"Frio, Texas, US",20306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaines,Texas,32.74055318,-102.6353295,"Gaines, Texas, US",21492,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galveston,Texas,29.40167322,-94.90469073,"Galveston, Texas, US",342139,4,4,6,8,11,18,18,22,40,40,49,70,70,92,106,118,130,136,240,256,256,272,287,308,341,355,355,377,392,401,421,438,450,455,468,479,507,522,522,539,541,548,554,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,7,8,8,8,9,11,13,14,14,15,17,19,20,21,21,21,22,22,24,24,24
Garza,Texas,33.17969345,-101.2984114,"Garza, Texas, US",6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillespie,Texas,30.31824095,-98.94676915,"Gillespie, Texas, US",26988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasscock,Texas,31.86942909,-101.5207776,"Glasscock, Texas, US",1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goliad,Texas,28.65696592,-97.42760647,"Goliad, Texas, US",7658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonzales,Texas,29.45634206,-97.49424032,"Gonzales, Texas, US",20837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,8,12,12,14,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
Gray,Texas,35.40081878,-100.8129222,"Gray, Texas, US",21886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,9,9,11,12,12,13,13,13,13,13,16,16,17,17,17,20,22,27,32,35,37,37,38,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grayson,Texas,33.62744998,-96.67753461,"Grayson, Texas, US",136212,0,0,0,0,0,2,2,2,2,2,2,3,7,7,8,11,12,12,12,13,14,15,15,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,22,22,23,24,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregg,Texas,32.47940482,-94.81591935,"Gregg, Texas, US",123945,1,1,1,1,1,1,1,3,4,4,4,4,5,5,8,8,13,16,16,16,23,32,35,37,40,40,40,45,47,49,50,51,52,52,52,53,59,59,59,62,66,69,69,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimes,Texas,30.54579585,-95.98902499,"Grimes, Texas, US",28880,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,6,5,6,6,7,7,7,7,9,10,10,10,10,10,10,10,13,13,13,15,16,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guadalupe,Texas,29.58165339,-97.94786822,"Guadalupe, Texas, US",166847,0,0,1,1,1,2,4,4,9,8,8,10,13,15,17,20,23,26,28,28,39,45,46,47,47,49,49,50,50,53,53,53,57,58,60,63,64,64,67,68,69,69,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hale,Texas,34.07044901,-101.8268114,"Hale, Texas, US",33406,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,9,9,11,11,11,11,11,11,11,11,12,12,15,16,16,19,19,19,19,24,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
Hall,Texas,34.5307555,-100.6813852,"Hall, Texas, US",2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,Texas,31.70470573,-98.11083887,"Hamilton, Texas, US",8461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansford,Texas,36.27743284,-101.3545796,"Hansford, Texas, US",5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeman,Texas,34.28944521,-99.74632408,"Hardeman, Texas, US",3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardin,Texas,30.33364686,-94.38931817,"Hardin, Texas, US",57602,0,0,0,0,2,2,2,2,2,4,6,9,9,12,13,14,15,15,26,26,28,41,41,41,47,61,61,61,65,66,69,75,75,75,88,89,92,92,92,92,92,96,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
Harris,Texas,29.85864939,-95.39339521,"Harris, Texas, US",4713325,23,30,55,68,74,78,134,185,203,229,445,526,563,680,847,955,1106,1284,1395,1809,2146,2341,3047,3261,3561,3629,3744,3907,4097,4306,4460,4653,4823,4977,5143,5211,5330,5482,5482,5628,5628,5827,6161,6356,1,1,1,2,2,2,4,5,6,10,11,13,17,20,25,29,31,36,47,54,58,63,71,74,79,86,92,98,105,112,119,124,131,134,143,150,154,159,166,171,176,179,184,191
Harrison,Texas,32.54935988,-94.36934071,"Harrison, Texas, US",66553,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,5,5,6,8,11,11,12,12,14,16,16,31,34,35,40,42,44,47,59,59,63,69,69,71,86,83,84,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,7,7,7
Hartley,Texas,35.84008013,-102.6029022,"Hartley, Texas, US",5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haskell,Texas,33.17823584,-99.73037358,"Haskell, Texas, US",5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hays,Texas,30.05669873,-98.02944344,"Hays, Texas, US",230191,5,5,6,6,7,7,7,10,11,13,13,13,16,38,42,42,47,50,54,59,61,75,77,79,82,82,82,93,103,109,117,121,121,128,128,140,147,147,148,148,148,155,161,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hemphill,Texas,35.83764858,-100.2703577,"Hemphill, Texas, US",3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson,Texas,32.21128872,-95.85846587,"Henderson, Texas, US",82737,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,6,4,6,8,10,10,10,10,11,12,12,13,13,13,19,19,22,22,22,24,24,24,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hidalgo,Texas,26.39418217,-98.18299696,"Hidalgo, Texas, US",868707,0,0,0,0,2,2,2,7,9,11,18,27,28,38,46,62,79,86,86,99,113,128,139,146,181,190,190,198,217,225,235,242,255,261,268,275,281,290,299,303,308,310,315,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,5,6,6
Hill,Texas,31.99045053,-97.13423143,"Hill, Texas, US",36649,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,5,5,5,5,6,6,8,8,8,8,8,8,9,10,10,10,10,11,12,14,15,15,15,15,15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hockley,Texas,33.60771256,-102.3431676,"Hockley, Texas, US",23021,0,0,1,3,3,3,3,5,5,7,7,7,7,7,7,7,7,7,10,10,10,10,12,12,13,14,14,14,15,15,15,15,16,16,16,17,18,19,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hood,Texas,32.42990927,-97.83242024,"Hood, Texas, US",61643,0,0,0,0,0,0,0,0,1,2,3,2,3,6,6,6,8,9,9,9,10,10,11,12,13,13,13,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Hopkins,Texas,33.14875072,-95.56351139,"Hopkins, Texas, US",37084,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston,Texas,31.31925973,-95.42226208,"Houston, Texas, US",22968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,6,6,6,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard,Texas,32.30621324,-101.4356444,"Howard, Texas, US",36664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hudspeth,Texas,31.45628381,-105.388178,"Hudspeth, Texas, US",4886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt,Texas,33.12351514,-96.08551032,"Hunt, Texas, US",98594,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,8,8,8,1,1,14,15,15,16,18,18,22,22,25,25,25,26,32,35,38,38,38,38,39,41,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
Hutchinson,Texas,35.84006574,-101.3546643,"Hutchinson, Texas, US",20938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,6,6,7,7,8,9,9,9,10,11,11,13,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irion,Texas,31.30375559,-100.982439,"Irion, Texas, US",1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Texas,33.23377248,-98.17283469,"Jack, Texas, US",8935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,Texas,28.95472367,-96.57749563,"Jackson, Texas, US",14760,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper,Texas,30.74685667,-94.02667579,"Jasper, Texas, US",35529,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,6,7,7,7,7,7,7,7,9,9,9,13,13,14,14,14,14,14,21,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
Jeff Davis,Texas,30.71490589,-104.1399973,"Jeff Davis, Texas, US",2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,Texas,29.8832777,-94.16434171,"Jefferson, Texas, US",251565,1,1,1,1,3,6,6,6,7,8,12,16,18,18,27,31,40,40,58,59,78,78,87,94,100,100,127,134,140,143,157,171,171,180,196,214,240,240,243,266,268,288,298,305,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,6,6,6,6,7,9,9,10,10,13,16,16,18,18,18,19,19,21
Jim Hogg,Texas,27.04453923,-98.6968187,"Jim Hogg, Texas, US",5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Wells,Texas,27.73103938,-98.0904705,"Jim Wells, Texas, US",40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnson,Texas,32.37877812,-97.36615819,"Johnson, Texas, US",175817,1,1,1,2,2,2,2,3,3,6,8,8,8,8,12,17,18,21,23,21,24,25,25,27,28,28,28,31,34,37,37,39,44,41,44,47,50,54,57,57,58,62,67,69,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4
Jones,Texas,32.73997145,-99.87861576,"Jones, Texas, US",20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,7,13,13,13,13,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnes,Texas,28.90705334,-97.85960149,"Karnes, Texas, US",15601,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaufman,Texas,32.5991417,-96.28734728,"Kaufman, Texas, US",136154,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,5,9,10,10,9,14,16,19,24,26,26,28,32,33,33,38,42,42,44,48,51,58,62,71,71,74,75,83,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
